model,phase,domain,case_id,written_sign,final_lead,passes_filter,peak_layer,n_layers,rel_depth,late
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_0804,-,9.9062,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_057,-,7.0000,1,38,40,0.974359,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_259,-,9.5938,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_799,-,4.1914,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_1080,+,6.5000,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_625,-,5.5625,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_566,+,3.5000,1,36,40,0.923077,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_009,-,11.5625,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_0815,-,2.5000,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,C_4x4_det_025,+,8.0000,1,38,40,0.974359,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_133,-,6.7500,1,38,40,0.974359,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_1588,+,11.8750,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_1690,-,8.6250,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_1540,-,2.7500,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_1855,-,-4.2500,0,11,40,0.282051,0
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_0816,+,2.6250,1,30,40,0.769231,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_024,-,7.3750,1,38,40,0.974359,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_1001,+,-1.0000,0,33,40,0.846154,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_447,-,18.0625,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_1323,-,7.1250,1,38,40,0.974359,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_1556,-,-4.2500,0,11,40,0.282051,0
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_732,-,4.1172,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_044,-,3.9375,1,36,40,0.923077,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_075,+,14.7500,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_018,-,7.6250,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_131,-,3.6250,1,38,40,0.974359,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_1940,-,7.0000,1,38,40,0.974359,1
Mistral-Small-24B,discovery,det_correct,C_4x4_det_038,-,8.1250,1,38,40,0.974359,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_094,+,8.5000,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_1929,-,2.7500,1,38,40,0.974359,1
Mistral-Small-24B,discovery,det_correct,C_4x4_det_035,+,12.0000,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_176,-,7.3750,1,38,40,0.974359,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_1806,+,10.0000,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_1107,+,8.7500,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_1926,-,6.2344,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_1975,-,4.8750,1,38,40,0.974359,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_058,-,2.1250,1,38,40,0.974359,1
Mistral-Small-24B,discovery,det_correct,C_4x4_det_045,-,3.9375,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_0892,-,7.1875,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_1060,+,10.3750,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_1040,-,-3.5000,0,10,40,0.256410,0
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_1547,+,9.7500,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_1796,-,8.0469,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_1860,+,16.0000,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_069,-,-3.2500,0,13,40,0.333333,0
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_056,-,11.0938,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_0805,-,18.6250,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_534,-,9.6250,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_128,-,6.3750,1,38,40,0.974359,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_1529,-,4.1211,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_1792,-,12.0000,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_225,-,3.2109,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_0914,+,4.1250,1,32,40,0.820513,1
Mistral-Small-24B,discovery,det_correct,C_4x4_det_013,-,5.8750,1,38,40,0.974359,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_0862,+,4.3750,1,29,40,0.743590,0
Mistral-Small-24B,discovery,det_correct,C_4x4_det_044,-,8.6250,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_0807,-,4.1250,1,38,40,0.974359,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_1456,-,9.6250,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_588,-,6.2188,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_0865,-,4.2500,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_738,-,5.6250,1,38,40,0.974359,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_0852,-,6.8750,1,38,40,0.974359,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_0833,-,6.4375,1,39,40,1.000000,1
Mistral-Small-24B,discovery,det_correct,NC_4x4_det_0870,-,-4.1250,0,10,40,0.256410,0
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n7_b79,-,2.6250,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_error,ibp_pts_n10_b31,-,2.2500,1,38,40,0.974359,1
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n10_b149,-,-0.3750,0,7,40,0.179487,0
Mistral-Small-24B,discovery,ibp_error,ibp_pts_n15_b71,-,0.2500,0,11,40,0.282051,0
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n7_b283,-,8.6719,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_error,ibp_pts_n11_b173,-,-4.3750,0,1,40,0.025641,0
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n10_b193,-,3.2500,1,37,40,0.948718,1
Mistral-Small-24B,discovery,ibp_error,ibp_pts_n14_b79,-,2.1250,1,38,40,0.974359,1
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n5_b107,-,3.8750,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n5_b89,-,3.0000,1,38,40,0.974359,1
Mistral-Small-24B,discovery,ibp_error,ibp_pts_n11_b211,-,2.1250,1,38,40,0.974359,1
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n5_b149,-,3.7500,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n7_b157,-,4.7500,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_error,ibp_pts_n11_b113,-,-4.7500,0,1,40,0.025641,0
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n5_b227,-,7.9688,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n7_b89,-,3.5000,1,38,40,0.974359,1
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n5_b179,-,4.8750,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_error,ibp_pts_n13_b47,-,0.6250,0,38,40,0.974359,1
Mistral-Small-24B,discovery,ibp_error,ibp_pts_n8_b61,-,0.2500,0,9,40,0.230769,0
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n16_b49,-,-0.1250,0,7,40,0.179487,0
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n5_b59,-,13.5625,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n15_b1,-,7.5625,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_error,ibp_pts_n7_b37,-,-2.7500,0,1,40,0.025641,0
Mistral-Small-24B,discovery,ibp_error,ibp_pts_n12_b1,-,3.0000,1,38,40,0.974359,1
Mistral-Small-24B,discovery,ibp_error,ibp_pts_n15_b39,-,1.3750,0,38,40,0.974359,1
Mistral-Small-24B,discovery,ibp_error,ibp_pts_n7_b67,-,-3.6250,0,1,40,0.025641,0
Mistral-Small-24B,discovery,ibp_error,ibp_pts_n16_b67,-,2.7500,1,38,40,0.974359,1
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n7_b7,-,3.6250,1,38,40,0.974359,1
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n7_b211,-,2.6250,1,38,40,0.974359,1
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n7_b127,-,3.6250,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n7_b307,-,2.6250,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n5_b79,-,3.5000,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n13_b51,-,2.6250,1,38,40,0.974359,1
Mistral-Small-24B,discovery,ibp_error,ibp_pts_n12_b39,-,3.2500,1,38,40,0.974359,1
Mistral-Small-24B,discovery,ibp_error,ibp_pts_n12_b43,-,2.2500,1,38,40,0.974359,1
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n5_b103,-,3.6250,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n11_b179,-,2.6250,1,38,40,0.974359,1
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n5_b199,-,3.3750,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_error,ibp_ptc_n5_b73,-,3.3750,1,38,40,0.974359,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n3_b5,-,-2.0000,0,19,40,0.487179,0
Mistral-Small-24B,discovery,ibp_correct,ibp_pts_n5_b37,+,12.1250,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n7_b313,-,2.5000,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_pts_n7_b151,+,1.1250,0,30,40,0.769231,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n3_b6,+,11.8750,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n0_b11,+,8.6250,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n7_b10,+,9.2500,1,38,40,0.974359,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n8_b29,-,6.8750,1,38,40,0.974359,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n5_b41,-,7.7188,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n8_b223,-,11.8750,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_pts_n8_b83,+,10.3750,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n5_b197,-,5.5625,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_pts_n8_b179,-,5.6250,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_pts_n11_b223,-,9.0000,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n5_b5,+,3.5000,1,38,40,0.974359,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n5_b37,-,7.2500,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n1_b1,+,13.0000,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n10_b109,+,14.1250,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n10_b131,-,9.5000,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n8_b227,-,9.0625,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_pts_n5_b89,-,17.1250,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n10_b89,+,11.1250,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n1_b2,-,12.7500,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n3_b11,+,13.8750,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n5_b43,-,10.0625,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n5_b67,-,6.9375,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n6_b8,-,11.5000,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n10_b101,-,9.3750,1,38,40,0.974359,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n1_b5,-,3.7500,1,38,40,0.974359,1
Mistral-Small-24B,discovery,ibp_correct,ibp_pts_n7_b197,-,13.8750,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_pts_n6_b10,+,9.2500,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_pts_n0_b11,-,-1.0000,0,1,40,0.025641,0
Mistral-Small-24B,discovery,ibp_correct,ibp_pts_n1_b7,+,11.1250,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_pts_n5_b7,-,15.8750,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_pts_n1_b5,-,8.0625,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_pts_n2_b16,+,7.7500,1,32,40,0.820513,1
Mistral-Small-24B,discovery,ibp_correct,ibp_pts_n3_b4,+,7.3750,1,32,40,0.820513,1
Mistral-Small-24B,discovery,ibp_correct,ibp_pts_n1_b3,+,12.2500,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_pts_n6_b8,+,5.2500,1,29,40,0.743590,0
Mistral-Small-24B,discovery,ibp_correct,ibp_pts_n5_b23,+,2.7500,1,29,40,0.743590,0
Mistral-Small-24B,discovery,ibp_correct,ibp_pts_n0_b7,-,16.5000,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_pts_n5_b29,+,9.8125,1,39,40,1.000000,1
Mistral-Small-24B,discovery,ibp_correct,ibp_ptc_n2_b1,+,9.2500,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1550,-,-3.3750,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1054,-,5.5000,1,39,40,1.000000,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1225,+,7.1250,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_607,-,4.0000,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1983,-,-3.8750,0,0,40,0.000000,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_0907,-,1.0000,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_358,-,4.0000,1,39,40,1.000000,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1606,-,1.5000,0,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_0991,-,-1.7500,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1481,-,-3.1250,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1098,-,-7.7500,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_080,-,3.7500,1,39,40,1.000000,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1306,+,1.6250,0,29,40,0.743590,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_797,-,-3.7500,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1955,-,4.6250,1,39,40,1.000000,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_068,-,3.0000,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1755,+,3.6250,1,29,40,0.743590,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1470,-,1.7500,0,37,40,0.948718,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_126,-,1.5000,0,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_776,+,3.0000,1,36,40,0.923077,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_455,-,-4.3750,0,11,40,0.282051,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1128,-,-1.2500,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1029,-,3.0000,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_019,-,0.8750,0,39,40,1.000000,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1976,-,-4.7500,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_467,-,1.3750,0,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_0868,-,-2.6250,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_751,-,5.7500,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1014,-,4.0000,1,39,40,1.000000,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1756,-,-1.3750,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1930,+,9.3750,1,39,40,1.000000,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_0898,-,4.0000,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_059,-,-2.7500,0,0,40,0.000000,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_0828,-,-8.6250,0,11,40,0.282051,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_512,+,-5.6250,0,23,40,0.589744,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1911,-,-4.6250,0,0,40,0.000000,0
Mistral-Small-24B,heldout,det_error,C_4x4_det_039,-,-0.8750,0,0,40,0.000000,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_0888,-,-3.3750,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_783,-,-3.8750,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_684,-,3.3750,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1355,-,5.0000,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_410,-,-8.6250,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_0960,-,5.1250,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1516,-,6.7500,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_739,-,1.6250,0,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1953,-,6.0000,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1645,-,3.8750,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_0843,-,-6.5000,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_081,-,7.2500,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_553,+,-4.0000,0,27,40,0.692308,0
Mistral-Small-24B,heldout,det_error,C_4x4_det_015,-,0.0000,0,13,40,0.333333,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1811,-,-1.2500,0,11,40,0.282051,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1635,-,3.6250,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1670,+,2.2500,1,36,40,0.923077,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_541,+,4.3750,1,36,40,0.923077,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_0925,-,-0.6875,0,36,40,0.923077,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_0879,-,4.6250,1,37,40,0.948718,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_029,-,2.6250,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_351,-,-3.8750,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1821,-,3.1250,1,39,40,1.000000,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1219,-,-0.2500,0,0,40,0.000000,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_064,-,4.8750,1,39,40,1.000000,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1620,-,13.0000,1,39,40,1.000000,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1977,-,-1.1250,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_483,-,5.5000,1,39,40,1.000000,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_066,-,0.5000,0,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_0884,-,3.8750,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_244,-,2.2500,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_288,+,6.7500,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1499,-,-4.5000,0,11,40,0.282051,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_634,-,1.0000,0,39,40,1.000000,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_556,-,-1.5000,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_470,-,3.1250,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1711,-,3.8750,1,39,40,1.000000,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1927,-,-4.6250,0,11,40,0.282051,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1426,+,2.7500,1,32,40,0.820513,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_408,-,4.3750,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_340,-,-0.7500,0,15,40,0.384615,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1347,-,-0.1250,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1906,-,2.1250,1,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_432,-,-1.1250,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1832,-,6.6250,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,C_4x4_det_007,-,-0.6250,0,39,40,1.000000,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_0964,-,-1.2500,0,13,40,0.333333,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1987,-,-3.3750,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1313,-,-3.2500,0,11,40,0.282051,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1111,-,-1.2500,0,1,40,0.025641,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_459,-,5.1250,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_767,-,-3.5000,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_045,-,3.2500,1,39,40,1.000000,1
Mistral-Small-24B,heldout,det_error,C_4x4_det_012,-,5.3750,1,39,40,1.000000,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1954,-,5.5000,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_718,+,6.8750,1,37,40,0.948718,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1144,+,6.0000,1,32,40,0.820513,1
Mistral-Small-24B,heldout,det_error,C_4x4_det_005,-,-3.6250,0,11,40,0.282051,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_0918,-,-1.0000,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_717,-,5.2500,1,37,40,0.948718,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1766,-,1.8750,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1968,-,-3.7500,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,C_4x4_det_014,-,-3.6250,0,11,40,0.282051,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_488,-,2.5000,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1677,-,-0.2500,0,0,40,0.000000,0
Mistral-Small-24B,heldout,det_error,C_4x4_det_006,-,3.6875,1,39,40,1.000000,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_650,-,-0.1250,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_604,-,-3.6250,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_633,-,5.0000,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_537,-,-0.5000,0,0,40,0.000000,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1378,-,3.3750,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_374,-,1.8750,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1807,-,-2.1250,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1086,-,3.7500,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1883,-,-3.7500,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1961,-,-4.0000,0,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_233,-,-8.3750,0,11,40,0.282051,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1266,-,-2.8750,0,0,40,0.000000,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_289,-,4.5000,1,38,40,0.974359,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1120,-,2.0000,1,10,40,0.256410,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_1971,-,1.2500,0,39,40,1.000000,1
Mistral-Small-24B,heldout,det_error,NC_4x4_det_076,-,-2.8750,0,15,40,0.384615,0
Mistral-Small-24B,heldout,det_error,NC_4x4_det_545,-,-2.2500,0,10,40,0.256410,0
